Product_Name,Size,Milk,Whip,Serving_Size_ml,Calories,Total_Fat_g,Saturated_Fat_g,Trans_Fat_g,Cholesterol_mg,Sodium_mg,Carbohydrates_g,Dietary_Fiber_g,Sugar_g,Protein_g,Vitamin_A_%DV,Vitamin_C_%DV,Calcium_%DV,Iron_%DV,Caffiene_milligrams
Caffè Vanilla Frappuccino® Blended Beverage,Grande,2%,Whip,473,420,13,8,0.4,50,230,72,0,69,4,20,0,15,0,95
Caffè Vanilla Frappuccino® Blended Beverage,Grande,Whole,No Whip,473,310,3,2,0.1,10,220,68,0,67,3,4,0,10,0,95
Caffè Vanilla Frappuccino® Blended Beverage,Grande,Whole,Whip,473,430,14,9,0.4,50,230,72,0,69,4,15,0,10,0,95
Caffè Vanilla Frappuccino® Blended Beverage,Grande,Soy,No Whip,473,290,1.5,0.2,0,0,210,67,1,64,3,4,0,10,6,95
Caffè Vanilla Frappuccino® Blended Beverage,Grande,Soy,Whip,473,410,13,7,0.3,40,220,70,1,67,4,15,0,15,6,95
Caffè Vanilla Frappuccino® Blended Beverage,Grande,Coconut,No Whip,473,290,2,2,0,0,210,68,0,66,0.5,0,0,0,0,95
Caffè Vanilla Frappuccino® Blended Beverage,Grande,Coconut,Whip,473,400,13,9,0.3,40,220,71,0,69,1,15,0,2,0,95
Caffè Vanilla Frappuccino® Blended Beverage,Venti®,Nonfat,No Whip,709,370,0.2,0.1,0,5,290,88,0,86,5,8,0,15,2,125
Caffè Vanilla Frappuccino® Blended Beverage,Venti®,Nonfat,Whip,709,490,11,7,0.3,45,300,92,0,88,6,20,0,20,2,125
Caffè Vanilla Frappuccino® Blended Beverage,Venti®,2%,No Whip,709,400,3,1.5,0.1,10,290,88,0,86,5,8,0,15,2,125
Caffè Vanilla Frappuccino® Blended Beverage,Venti®,2%,Whip,709,510,14,8,0.4,55,300,91,0,88,6,20,0,20,2,125
Caffè Vanilla Frappuccino® Blended Beverage,Venti®,Whole,No Whip,709,410,5,2.5,0.1,15,290,88,0,86,5,6,0,15,2,125
Caffè Vanilla Frappuccino® Blended Beverage,Venti®,Whole,Whip,709,530,16,10,0.5,55,300,91,0,88,6,20,0,15,2,125
Caffè Vanilla Frappuccino® Blended Beverage,Venti®,Soy,No Whip,709,380,2.5,0.3,0,0,280,86,1,82,4,6,0,15,8,125
Caffè Vanilla Frappuccino® Blended Beverage,Venti®,Soy,Whip,709,500,14,7,0.3,40,290,89,1,85,5,20,0,20,8,125
Caffè Vanilla Frappuccino® Blended Beverage,Venti®,Coconut,No Whip,709,380,3,3,0,0,280,87,0,84,1,0,0,0,0,125
Caffè Vanilla Frappuccino® Blended Beverage,Venti®,Coconut,Whip,709,490,14,10,0.3,40,290,90,0,87,1,15,0,2,0,125
Caramel Frappuccino® Blended Beverage,Tall,Nonfat,No Whip,354,180,0.1,0,0,0,160,42,0,42,3,4,0,10,0,70
Caramel Frappuccino® Blended Beverage,Tall,Nonfat,Whip,354,280,9,5,0.2,35,180,47,0,47,3,15,0,10,0,70
Caramel Frappuccino® Blended Beverage,Tall,2%,No Whip,354,190,1.5,1,0.1,5,170,42,0,42,3,4,0,10,0,70
Caramel Frappuccino® Blended Beverage,Tall,2%,Whip,354,290,10,6,0.3,40,180,47,0,46,3,15,0,10,0,70
Caramel Frappuccino® Blended Beverage,Tall,Whole,No Whip,354,200,2.5,1.5,0.1,10,160,42,0,42,3,4,0,8,0,70
Caramel Frappuccino® Blended Beverage,Tall,Whole,Whip,354,300,11,7,0.3,40,180,47,0,46,3,15,0,10,0,70
Caramel Frappuccino® Blended Beverage,Tall,Soy,No Whip,354,190,1.5,0.2,0,0,160,41,0,40,2,4,0,10,4,70
Caramel Frappuccino® Blended Beverage,Tall,Soy,Whip,354,280,10,6,0.2,30,170,46,0,45,3,15,0,10,4,70
Caramel Frappuccino® Blended Beverage,Tall,Coconut,No Whip,354,180,2,1.5,0,0,160,41,0,40,0.4,0,0,0,0,70
Caramel Frappuccino® Blended Beverage,Tall,Coconut,Whip,354,280,10,7,0.2,30,170,46,0,45,1,10,0,2,0,70
Caramel Frappuccino® Blended Beverage,Grande,Nonfat,No Whip,473,260,0.1,0.1,0,0,230,60,0,60,4,6,0,10,0,100
Caramel Frappuccino® Blended Beverage,Grande,Nonfat,Whip,473,390,12,8,0.3,45,240,67,0,66,4,20,0,15,0,100
Caramel Frappuccino® Blended Beverage,Grande,2%,No Whip,473,270,2,1.5,0.1,10,230,60,0,60,4,6,0,10,0,100
Caramel Frappuccino® Blended Beverage,Grande,2%,Whip,473,410,14,9,0.4,50,250,67,0,66,4,20,0,15,0,100
Caramel Frappuccino® Blended Beverage,Grande,Whole,No Whip,473,280,3.5,2,0.1,10,230,60,0,60,3,4,0,10,0,100
Caramel Frappuccino® Blended Beverage,Grande,Whole,Whip,473,420,15,9,0.4,55,250,67,0,66,4,20,0,15,0,100
Caramel Frappuccino® Blended Beverage,Grande,Soy,No Whip,473,260,1.5,0.2,0,0,220,59,0,57,3,4,0,10,6,100
Caramel Frappuccino® Blended Beverage,Grande,Soy,Whip,473,400,14,8,0.3,45,240,65,0,63,4,15,0,15,6,100
Caramel Frappuccino® Blended Beverage,Grande,Coconut,No Whip,473,260,2,2,0,0,220,59,0,58,0.5,0,0,0,0,100
Caramel Frappuccino® Blended Beverage,Grande,Coconut,Whip,473,390,14,10,0.3,45,240,65,0,64,1,15,0,2,0,100
Caramel Frappuccino® Blended Beverage,Venti®,Nonfat,No Whip,709,340,0.1,0.1,0,5,300,79,0,78,5,10,0,20,2,130
Caramel Frappuccino® Blended Beverage,Venti®,Nonfat,Whip,709,470,12,8,0.3,45,320,85,0,84,6,25,0,20,2,130
Caramel Frappuccino® Blended Beverage,Venti®,2%,No Whip,709,360,3,2,0.1,10,310,78,0,78,5,8,0,20,2,130
Caramel Frappuccino® Blended Beverage,Venti®,2%,Whip,709,500,15,9,0.5,55,330,85,0,84,6,20,0,20,2,130
Caramel Frappuccino® Blended Beverage,Venti®,Whole,No Whip,709,380,5,3,0.1,15,300,78,0,78,5,8,0,15,2,130
Caramel Frappuccino® Blended Beverage,Venti®,Whole,Whip,709,510,17,10,0.5,60,320,85,0,84,6,20,0,20,2,130
Caramel Frappuccino® Blended Beverage,Venti®,Soy,No Whip,709,350,2.5,0.3,0,0,290,76,1,74,5,6,0,20,8,130
Caramel Frappuccino® Blended Beverage,Venti®,Soy,Whip,709,480,14,8,0.3,45,310,83,1,80,5,20,0,20,8,130
Caramel Frappuccino® Blended Beverage,Venti®,Coconut,No Whip,709,340,3.5,3,0,0,300,76,0,75,1,0,0,2,0,130
Caramel Frappuccino® Blended Beverage,Venti®,Coconut,Whip,709,470,15,11,0.3,45,320,83,0,81,1,15,0,4,0,130
Coffee Frappuccino® Blended Beverage,Tall,Nonfat,No Whip,354,160,0.1,0,0,0,160,36,0,36,3,4,0,10,0,70
Coffee Frappuccino® Blended Beverage,Tall,2%,No Whip,354,170,1.5,1,0,5,160,36,0,36,3,4,0,8,0,70
Coffee Frappuccino® Blended Beverage,Tall,Whole,No Whip,354,180,2.5,1.5,0.1,10,160,36,0,36,3,4,0,8,0,70
Coffee Frappuccino® Blended Beverage,Tall,Soy,No Whip,354,160,1.5,0.2,0,0,150,35,0,34,2,4,0,10,4,70
Coffee Frappuccino® Blended Beverage,Tall,Coconut,No Whip,354,160,2,1.5,0,0,150,36,0,35,0.4,0,0,0,0,70
Coffee Frappuccino® Blended Beverage,Grande,Nonfat,No Whip,473,220,0.1,0.1,0,0,210,51,0,50,4,6,0,10,0,95
Coffee Frappuccino® Blended Beverage,Grande,2%,No Whip,473,230,2,1,0.1,10,220,50,0,50,3,6,0,10,0,95
Coffee Frappuccino® Blended Beverage,Grande,Whole,No Whip,473,240,3,2,0.1,10,220,50,0,50,3,4,0,10,0,95
Coffee Frappuccino® Blended Beverage,Grande,Soy,No Whip,473,220,1.5,0.2,0,0,210,49,0,47,3,4,0,10,6,95
Coffee Frappuccino® Blended Beverage,Grande,Coconut,No Whip,473,220,2,2,0,0,210,50,0,49,0.5,0,0,0,0,95
Coffee Frappuccino® Blended Beverage,Venti®,Nonfat,No Whip,709,310,0.1,0.1,0,5,300,70,0,69,6,10,0,20,2,130
Coffee Frappuccino® Blended Beverage,Venti®,2%,No Whip,709,330,3,1.5,0.1,10,310,70,0,69,5,8,0,15,2,130
Coffee Frappuccino® Blended Beverage,Venti®,Whole,No Whip,709,350,5,3,0.2,15,300,70,0,69,5,8,0,15,2,130
Coffee Frappuccino® Blended Beverage,Venti®,Soy,No Whip,709,310,2.5,0.3,0,0,300,68,1,66,5,6,0,20,8,130
Coffee Frappuccino® Blended Beverage,Venti®,Coconut,No Whip,709,310,3.5,3,0,0,300,69,0,68,1,0,0,0,0,135
Espresso Frappuccino® Blended Beverage,Tall,Nonfat,No Whip,354,150,0,0,0,0,135,34,0,33,2,2,0,6,0,130
Espresso Frappuccino® Blended Beverage,Tall,2%,No Whip,354,150,1,0.5,0,5,140,34,0,33,2,2,0,6,0,130
Espresso Frappuccino® Blended Beverage,Tall,Whole,No Whip,354,160,1.5,1,0,5,140,34,0,33,2,2,0,6,0,130
Espresso Frappuccino® Blended Beverage,Tall,Soy,No Whip,354,150,1,0.1,0,0,135,33,0,31,2,2,0,6,2,130
Espresso Frappuccino® Blended Beverage,Tall,Coconut,No Whip,354,150,1,1,0,0,135,34,0,32,1,0,0,0,0,130
Espresso Frappuccino® Blended Beverage,Grande,Nonfat,No Whip,473,210,0.1,0,0,0,200,50,0,49,3,4,0,8,0,165
Espresso Frappuccino® Blended Beverage,Grande,2%,No Whip,473,220,1.5,0.5,0,5,210,50,0,48,3,4,0,8,0,165
Espresso Frappuccino® Blended Beverage,Grande,Whole,No Whip,473,230,2.5,1.5,0.1,5,200,50,0,48,3,4,0,8,0,165
Espresso Frappuccino® Blended Beverage,Grande,Soy,No Whip,473,220,1,0.1,0,0,200,49,0,47,3,2,0,8,4,165
Espresso Frappuccino® Blended Beverage,Grande,Coconut,No Whip,473,220,1.5,1.5,0,0,200,50,0,48,1,0,0,0,0,165
Espresso Frappuccino® Blended Beverage,Venti®,Nonfat,No Whip,709,280,0.1,0.1,0,0,270,65,0,63,5,8,0,15,2,185
Espresso Frappuccino® Blended Beverage,Venti®,2%,No Whip,709,300,2.5,1,0.1,10,280,65,0,63,5,6,0,15,0,185
Espresso Frappuccino® Blended Beverage,Venti®,Whole,No Whip,709,310,4,2,0.1,10,270,65,0,63,4,6,0,15,2,185
Espresso Frappuccino® Blended Beverage,Venti®,Soy,No Whip,709,290,2,0.3,0,0,270,63,1,60,4,4,0,15,6,185
Espresso Frappuccino® Blended Beverage,Venti®,Coconut,No Whip,709,280,2.5,2.5,0,0,270,64,0,62,1,0,0,0,0,185
Java Chip Frappuccino® Blended Beverage,Tall,Nonfat,No Whip,354,230,3,2,0,0,180,47,2,44,4,4,0,10,20,75
Java Chip Frappuccino® Blended Beverage,Tall,Nonfat,Whip,354,320,11,7,0.3,30,190,51,2,47,4,15,0,10,20,75
Java Chip Frappuccino® Blended Beverage,Tall,2%,No Whip,354,240,4.5,3,0.1,5,180,47,2,44,4,4,0,10,20,75
Java Chip Frappuccino® Blended Beverage,Tall,2%,Whip,354,330,12,8,0.3,35,190,51,2,47,4,15,0,10,20,75
Java Chip Frappuccino® Blended Beverage,Tall,Whole,No Whip,354,250,5,3.5,0.1,10,180,47,2,44,4,4,0,10,20,75
Java Chip Frappuccino® Blended Beverage,Tall,Whole,Whip,354,340,13,9,0.3,35,190,51,2,47,4,15,0,10,20,75
Java Chip Frappuccino® Blended Beverage,Tall,Soy,No Whip,354,230,4,2.5,0,0,180,46,2,42,3,4,0,10,25,75
Java Chip Frappuccino® Blended Beverage,Tall,Soy,Whip,354,320,12,7,0.3,30,180,50,2,45,4,10,0,10,25,75
Java Chip Frappuccino® Blended Beverage,Tall,Coconut,No Whip,354,230,4.5,3.5,0,0,180,46,2,43,1,0,0,2,20,75
Java Chip Frappuccino® Blended Beverage,Tall,Coconut,Whip,354,320,13,9,0.3,30,180,50,2,46,2,10,0,2,20,75
Java Chip Frappuccino® Blended Beverage,Grande,Nonfat,No Whip,473,320,4,3,0,0,250,68,2,63,5,6,0,10,30,110
Java Chip Frappuccino® Blended Beverage,Grande,Nonfat,Whip,473,440,15,10,0.4,45,260,72,2,67,6,20,0,15,30,110
Java Chip Frappuccino® Blended Beverage,Grande,2%,No Whip,473,340,6,4.5,0.1,10,260,68,2,63,5,6,0,10,30,110
Java Chip Frappuccino® Blended Beverage,Grande,2%,Whip,473,460,17,11,0.4,50,270,72,2,66,6,20,0,15,30,110
Java Chip Frappuccino® Blended Beverage,Grande,Whole,No Whip,473,350,7,5,0.1,10,250,68,2,63,5,4,0,10,30,110
Java Chip Frappuccino® Blended Beverage,Grande,Whole,Whip,473,470,18,12,0.5,50,260,72,2,66,6,15,0,15,30,110
Java Chip Frappuccino® Blended Beverage,Grande,Soy,No Whip,473,330,6,3.5,0,0,250,66,3,61,5,4,0,15,35,110
Java Chip Frappuccino® Blended Beverage,Grande,Soy,Whip,473,450,17,10,0.4,40,260,71,3,64,5,15,0,15,35,110
Java Chip Frappuccino® Blended Beverage,Grande,Coconut,No Whip,473,320,6,5,0,0,250,66,2,61,2,0,0,2,30,110
Java Chip Frappuccino® Blended Beverage,Grande,Coconut,Whip,473,440,17,12,0.4,40,260,71,3,66,3,15,0,4,30,110
Java Chip Frappuccino® Blended Beverage,Venti®,Nonfat,No Whip,709,440,6,4,0,5,340,91,3,85,7,10,0,20,40,145
Java Chip Frappuccino® Blended Beverage,Venti®,Nonfat,Whip,709,560,17,11,0.4,45,350,96,3,89,8,20,0,20,40,145
Java Chip Frappuccino® Blended Beverage,Venti®,2%,No Whip,709,460,8,6,0.2,10,350,91,3,85,7,8,0,20,40,145
Java Chip Frappuccino® Blended Beverage,Venti®,2%,Whip,709,580,20,13,0.5,55,360,96,3,88,8,20,0,20,40,145
Java Chip Frappuccino® Blended Beverage,Venti®,Whole,No Whip,709,480,10,7,0.2,15,340,91,3,85,7,8,0,20,40,145
Java Chip Frappuccino® Blended Beverage,Venti®,Whole,Whip,709,600,22,14,0.5,55,360,96,3,88,8,20,0,20,40,145
Java Chip Frappuccino® Blended Beverage,Venti®,Soy,No Whip,709,450,8,4.5,0,0,340,89,4,81,7,6,0,20,45,145
Java Chip Frappuccino® Blended Beverage,Venti®,Soy,Whip,709,570,19,11,0.4,40,350,93,4,85,7,20,0,20,50,145
Java Chip Frappuccino® Blended Beverage,Venti®,Coconut,No Whip,709,440,9,7,0,0,340,89,3,82,3,0,0,2,40,145
Java Chip Frappuccino® Blended Beverage,Venti®,Coconut,Whip,709,560,20,14,0.4,40,350,94,3,87,4,15,0,4,40,145
Mocha Frappuccino® Blended Beverage,Tall,Nonfat,No Whip,354,190,0.5,0.4,0,0,160,42,1,40,3,4,0,10,8,75
Mocha Frappuccino® Blended Beverage,Tall,Nonfat,Whip,354,270,9,5,0.2,30,170,45,1,42,4,15,0,10,8,75
Mocha Frappuccino® Blended Beverage,Tall,2%,No Whip,354,200,2,1.5,0.1,5,160,42,1,40,3,4,0,10,8,75
Mocha Frappuccino® Blended Beverage,Tall,2%,Whip,354,280,10,6,0.3,35,170,44,1,42,4,15,0,10,8,75
Mocha Frappuccino® Blended Beverage,Tall,Whole,No Whip,354,210,3,2,0.1,10,160,42,1,40,3,4,0,10,8,75
Mocha Frappuccino® Blended Beverage,Tall,Whole,Whip,354,290,11,7,0.3,35,170,44,1,42,4,15,0,10,8,75
Mocha Frappuccino® Blended Beverage,Tall,Soy,No Whip,354,190,2,0.5,0,0,160,41,1,38,3,4,0,10,10,75
Mocha Frappuccino® Blended Beverage,Tall,Soy,Whip,354,270,10,5,0.2,30,160,43,1,40,3,10,0,10,10,75
Mocha Frappuccino® Blended Beverage,Tall,Coconut,No Whip,354,190,2,2,0,0,160,41,1,39,1,0,0,0,8,75
Mocha Frappuccino® Blended Beverage,Tall,Coconut,Whip,354,270,10,7,0.2,30,160,43,1,41,1,10,0,2,8,75
Mocha Frappuccino® Blended Beverage,Grande,Nonfat,No Whip,473,270,1,0.5,0,0,230,61,1,59,5,6,0,10,10,110
Mocha Frappuccino® Blended Beverage,Grande,Nonfat,Whip,473,390,12,8,0.3,45,240,65,1,61,5,20,0,15,10,110
Mocha Frappuccino® Blended Beverage,Grande,2%,No Whip,473,290,3,1.5,0.1,10,230,61,1,58,4,6,0,10,10,110
Mocha Frappuccino® Blended Beverage,Grande,2%,Whip,473,400,14,9,0.4,50,240,65,1,61,5,20,0,15,10,110
Mocha Frappuccino® Blended Beverage,Grande,Whole,No Whip,473,300,4,2.5,0.1,10,230,61,1,58,4,4,0,10,10,110
Mocha Frappuccino® Blended Beverage,Grande,Whole,Whip,473,410,15,9,0.4,50,240,65,1,61,5,15,0,15,10,110
Mocha Frappuccino® Blended Beverage,Grande,Soy,No Whip,473,280,2.5,0.5,0,0,220,60,2,56,4,4,0,15,15,110
Mocha Frappuccino® Blended Beverage,Grande,Soy,Whip,473,390,14,8,0.3,40,230,63,2,58,5,15,0,15,15,110
Mocha Frappuccino® Blended Beverage,Grande,Coconut,No Whip,473,270,3,2.5,0,0,220,60,1,57,1,0,0,2,10,110
Mocha Frappuccino® Blended Beverage,Grande,Coconut,Whip,473,390,14,9,0.3,40,230,63,1,60,2,15,0,4,10,110
Mocha Frappuccino® Blended Beverage,Venti®,Nonfat,No Whip,709,360,1,0.5,0,5,300,81,2,77,7,10,0,20,15,140
Mocha Frappuccino® Blended Beverage,Venti®,Nonfat,Whip,709,480,12,8,0.3,45,320,84,2,80,7,20,0,20,15,140
Mocha Frappuccino® Blended Beverage,Venti®,2%,No Whip,709,390,4,2.5,0.1,10,310,81,2,77,7,8,0,20,15,140
Mocha Frappuccino® Blended Beverage,Venti®,2%,Whip,709,500,15,9,0.5,55,320,84,2,80,7,20,0,20,15,140
Mocha Frappuccino® Blended Beverage,Venti®,Whole,No Whip,709,400,6,3.5,0.1,15,310,81,2,77,6,8,0,15,15,140
Mocha Frappuccino® Blended Beverage,Venti®,Whole,Whip,709,520,17,10,0.5,55,320,84,2,80,7,20,0,20,15,140
Mocha Frappuccino® Blended Beverage,Venti®,Soy,No Whip,709,370,3.5,1,0,0,300,79,2,74,6,6,0,20,25,140
Mocha Frappuccino® Blended Beverage,Venti®,Soy,Whip,709,490,15,8,0.3,40,310,82,2,76,6,20,0,20,25,140
Mocha Frappuccino® Blended Beverage,Venti®,Coconut,No Whip,709,360,4,3.5,0,0,300,79,2,75,2,0,0,2,15,140
Mocha Frappuccino® Blended Beverage,Venti®,Coconut,Whip,709,470,15,11,0.3,40,310,82,2,78,2,15,0,4,15,140
Caffè Vanilla Frappuccino® Light Blended Beverage,Tall,Nonfat,No Whip,354,140,0.1,0.1,0,0,150,31,0,30,3,4,0,8,0,65
Caffè Vanilla Frappuccino® Light Blended Beverage,Grande,Nonfat,No Whip,473,190,0.1,0.1,0,0,210,43,0,41,3,6,0,10,0,95
Caffè Vanilla Frappuccino® Light Blended Beverage,Venti®,Nonfat,No Whip,709,250,0.2,0.1,0,5,280,58,1,55,5,8,0,15,2,125
Caramel Frappuccino® Light Blended Beverage,Tall,Nonfat,No Whip,354,100,0.1,0,0,0,140,23,0,23,3,4,0,8,0,65
Caramel Frappuccino® Light Blended Beverage,Grande,Nonfat,No Whip,473,150,0.1,0.1,0,0,200,33,0,32,3,6,0,10,0,90
Coffee Frappuccino® Light Blended Beverage,Tall,Nonfat,No Whip,354,90,0.1,0,0,0,160,20,0,19,3,4,0,10,0,70
Coffee Frappuccino® Light Blended Beverage,Grande,Nonfat,No Whip,473,120,0.1,0.1,0,0,210,26,0,26,3,6,0,10,0,95
Coffee Frappuccino® Light Blended Beverage,Venti®,Nonfat,No Whip,709,160,0.1,0.1,0,5,270,34,0,33,5,8,0,15,2,120
Espresso Frappuccino® Light Blended Beverage,Tall,Nonfat,No Whip,354,80,0,0,0,0,130,17,0,16,2,2,0,6,0,125
Espresso Frappuccino® Light Blended Beverage,Grande,Nonfat,No Whip,473,120,0.1,0,0,0,190,26,0,24,3,4,0,8,0,155
Espresso Frappuccino® Light Blended Beverage,Venti®,Nonfat,No Whip,709,160,0.1,0.1,0,0,270,35,0,34,5,8,0,15,2,190
Java Chip Light Frappuccino® Blended Beverage,Tall,Nonfat,No Whip,354,160,3,2,0,0,170,30,2,27,4,4,0,10,20,75
Java Chip Light Frappuccino® Blended Beverage,Grande,Nonfat,No Whip,473,230,4,3,0,0,250,43,2,39,5,6,0,10,30,110
Java Chip Light Frappuccino® Blended Beverage,Venti®,Nonfat,No Whip,709,300,5,4,0,5,330,58,3,52,7,8,0,20,40,140
Mocha Light Frappuccino® Blended Beverage,Tall,Nonfat,No Whip,354,120,0.5,0.4,0,0,150,24,1,23,3,4,0,10,8,70
Mocha Light Frappuccino® Blended Beverage,Grande,Nonfat,No Whip,473,160,1,0.5,0,0,200,33,1,30,4,6,0,10,10,95
Mocha Light Frappuccino® Blended Beverage,Venti®,Nonfat,No Whip,709,220,1,0.5,0,5,290,46,2,42,6,8,0,15,15,130
Blended Strawberry Lemonade,Tall,No Milk,No Whip,354,160,0.1,0,0,0,120,40,0,39,0.2,0,15,2,2,0
Blended Strawberry Lemonade,Grande,No Milk,No Whip,473,200,0.1,0,0,0,160,52,1,50,0.3,0,20,2,4,0
Blended Strawberry Lemonade,Venti®,No Milk,No Whip,709,280,0.1,0,0,0,210,71,1,69,0.4,0,30,2,4,0
Chai Crème Frappuccino® Blended Beverage,Tall,Nonfat,No Whip,354,140,0.1,0.1,0,0,150,33,0,32,4,6,0,10,0,20
Chai Crème Frappuccino® Blended Beverage,Tall,Nonfat,Whip,354,230,8,5,0.2,30,160,35,0,34,4,15,0,15,0,20
Chai Crème Frappuccino® Blended Beverage,Tall,2%,No Whip,354,160,2,1,0.1,10,160,32,0,32,3,6,0,10,0,20
Chai Crème Frappuccino® Blended Beverage,Tall,Whole,No Whip,354,170,3.5,2,0.1,10,150,32,0,32,3,4,0,10,0,20
Chai Crème Frappuccino® Blended Beverage,Tall,Whole,Whip,354,250,11,7,0.3,40,160,35,0,34,4,15,0,10,0,20
Chai Crème Frappuccino® Blended Beverage,Tall,Soy,No Whip,354,150,1.5,0.2,0,0,150,31,0,29,3,4,0,10,6,20
Chai Crème Frappuccino® Blended Beverage,Tall,Soy,Whip,354,230,10,5,0.2,30,160,33,1,31,3,15,0,15,6,20
Chai Crème Frappuccino® Blended Beverage,Tall,Coconut,No Whip,354,140,2,2,0,0,150,31,0,30,0.3,0,0,0,0,20
Chai Crème Frappuccino® Blended Beverage,Tall,Coconut,Whip,354,220,10,7,0.2,30,160,33,0,32,1,10,0,2,0,20
Chai Crème Frappuccino® Blended Beverage,Grande,Nonfat,No Whip,473,210,0.1,0.1,0,5,210,49,0,48,5,8,0,15,0,40
Chai Crème Frappuccino® Blended Beverage,Grande,Nonfat,Whip,473,330,11,7,0.3,45,220,53,0,50,5,20,0,15,0,40
Chai Crème Frappuccino® Blended Beverage,Grande,2%,No Whip,473,230,2.5,1.5,0.1,10,220,49,0,48,4,8,0,15,0,40
Chai Crème Frappuccino® Blended Beverage,Grande,2%,Whip,473,350,14,8,0.4,50,230,52,0,50,5,20,0,15,0,40
Chai Crème Frappuccino® Blended Beverage,Grande,Whole,No Whip,473,250,4,2.5,0.1,15,210,49,0,48,4,6,0,15,0,40
Chai Crème Frappuccino® Blended Beverage,Grande,Whole,Whip,473,360,15,9,0.5,55,220,52,0,50,5,20,0,15,0,40
Chai Crème Frappuccino® Blended Beverage,Grande,Soy,No Whip,473,220,2,0.3,0,0,210,47,1,45,4,6,0,15,8,40
Chai Crème Frappuccino® Blended Beverage,Grande,Soy,Whip,473,340,13,7,0.3,40,220,50,1,47,4,20,0,15,8,40
Chai Crème Frappuccino® Blended Beverage,Grande,Coconut,No Whip,473,210,2.5,2.5,0,0,210,47,0,46,1,0,0,0,0,40
Chai Crème Frappuccino® Blended Beverage,Grande,Coconut,Whip,473,330,14,10,0.3,40,220,50,0,49,1,15,0,2,0,40
Chai Crème Frappuccino® Blended Beverage,Venti®,Nonfat,No Whip,709,290,0.2,0.1,0,5,310,66,0,65,7,15,0,25,2,40
Chai Crème Frappuccino® Blended Beverage,Venti®,Nonfat,Whip,709,410,11,7,0.3,45,320,70,0,67,8,25,0,25,2,45
Chai Crème Frappuccino® Blended Beverage,Venti®,2%,No Whip,709,330,4,2,0.1,15,320,66,0,65,7,10,0,25,0,45
Chai Crème Frappuccino® Blended Beverage,Venti®,2%,Whip,709,440,15,9,0.5,60,330,69,0,67,8,25,2,25,2,45
Chai Crème Frappuccino® Blended Beverage,Venti®,Whole,No Whip,709,350,7,4,0.2,20,310,66,0,65,7,10,0,20,2,45
Chai Crème Frappuccino® Blended Beverage,Venti®,Whole,Whip,709,460,18,11,0.5,60,320,69,0,67,7,20,0,25,2,45
Chai Crème Frappuccino® Blended Beverage,Venti®,Soy,No Whip,709,300,3.5,0.4,0,0,300,63,1,60,6,8,0,25,10,45
Chai Crème Frappuccino® Blended Beverage,Venti®,Soy,Whip,709,420,14,7,0.3,40,310,66,1,62,7,20,0,25,10,45
Chai Crème Frappuccino® Blended Beverage,Venti®,Coconut,No Whip,709,290,4.5,4,0,0,300,63,0,61,1,0,0,0,0,45
Chai Crème Frappuccino® Blended Beverage,Venti®,Coconut,Whip,709,400,16,11,0.3,40,310,66,0,64,1,15,0,2,0,45
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Tall,Nonfat,No Whip,354,200,3,2.5,0,0,190,39,2,36,5,6,0,15,20,10
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Tall,Nonfat,Whip,354,280,11,7,0.3,30,200,42,2,39,5,15,0,15,25,10
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Tall,2%,No Whip,354,210,5,3.5,0.1,10,190,38,2,35,5,6,0,15,20,10
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Tall,2%,Whip,354,300,13,9,0.3,40,200,42,2,38,5,15,0,15,25,10
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Tall,Whole,No Whip,354,220,6,4,0.1,10,190,38,2,35,4,6,0,10,20,10
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Tall,Whole,Whip,354,310,14,9,0.4,40,200,42,2,38,5,15,0,15,25,10
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Tall,Soy,No Whip,354,200,4.5,2.5,0,0,180,37,2,33,4,4,0,15,25,10
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Tall,Soy,Whip,354,290,13,7,0.3,30,190,40,2,36,5,15,0,15,30,10
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Tall,Coconut,No Whip,354,200,5,4.5,0,0,190,37,2,34,1,0,0,2,20,10
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Tall,Coconut,Whip,354,280,13,9,0.3,30,190,41,2,37,2,10,0,2,20,10
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Grande,Nonfat,No Whip,473,270,4,3,0,5,250,53,2,49,6,8,0,15,30,15
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Grande,Nonfat,Whip,473,390,15,10,0.4,45,270,58,2,52,7,20,0,20,30,15
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Grande,2%,No Whip,473,290,7,5,0.1,10,260,53,2,49,6,8,0,15,30,15
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Grande,2%,Whip,473,410,18,12,0.5,50,270,57,2,52,7,20,0,20,30,15
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Grande,Whole,No Whip,473,300,8,6,0.2,15,260,53,2,49,6,6,0,15,30,15
