,Product_Name,Size,Milk,Whip,Serving_Size_ml,Calories,Total_Fat_g,Saturated_Fat_g,Trans_Fat_g,Cholesterol_mg,Sodium_mg,Carbohydrates_g,Dietary_Fiber_g,Sugar_g,Protein_g,Vitamin_A_%DV,Vitamin_C_%DV,Calcium_%DV,Iron_%DV,Caffeine_mg
454,Iced Chai Tea Latte,Tall,Coconut,No Whip,354.0,150.0,3.5,3.0,0.0,0.0,70.0,31.0,0.0,29.0,1.0,0.0,0.0,0.0,2.0,70.0
455,Iced Chai Tea Latte,Grande,Nonfat,No Whip,473.0,200.0,0.2,0.1,0.0,5.0,100.0,44.0,0.0,42.0,8.0,15.0,0.0,25.0,2.0,95.0
456,Iced Chai Tea Latte,Grande,2%,No Whip,473.0,240.0,4.0,2.0,0.1,15.0,110.0,44.0,0.0,42.0,7.0,10.0,0.0,25.0,2.0,95.0
457,Iced Chai Tea Latte,Grande,Whole,No Whip,473.0,260.0,7.0,4.0,0.2,20.0,105.0,44.0,0.0,42.0,7.0,10.0,0.0,20.0,2.0,95.0
458,Iced Chai Tea Latte,Grande,Soy,No Whip,473.0,220.0,3.5,0.4,0.0,0.0,90.0,41.0,1.0,37.0,6.0,8.0,0.0,25.0,10.0,95.0
459,Iced Chai Tea Latte,Grande,Coconut,No Whip,473.0,200.0,4.5,4.5,0.0,0.0,95.0,41.0,0.0,38.0,1.0,0.0,0.0,0.0,2.0,95.0
460,Iced Chai Tea Latte,Venti®,Nonfat,No Whip,709.0,300.0,0.3,0.2,0.0,5.0,140.0,65.0,0.0,62.0,11.0,20.0,0.0,35.0,2.0,145.0
461,Iced Chai Tea Latte,Venti®,2%,No Whip,709.0,350.0,6.0,3.0,0.2,25.0,160.0,65.0,0.0,61.0,10.0,15.0,2.0,35.0,2.0,145.0
462,Iced Chai Tea Latte,Venti®,Whole,No Whip,709.0,380.0,9.0,5.0,0.3,30.0,140.0,65.0,0.0,61.0,10.0,15.0,0.0,30.0,2.0,145.0
463,Iced Chai Tea Latte,Venti®,Soy,No Whip,709.0,320.0,4.5,0.5,0.0,0.0,130.0,60.0,1.0,55.0,9.0,10.0,0.0,35.0,15.0,145.0
464,Iced Chai Tea Latte,Venti®,Coconut,No Whip,709.0,300.0,6.0,6.0,0.0,0.0,135.0,61.0,0.0,57.0,1.0,0.0,0.0,2.0,2.0,145.0
465,Earl Grey Brewed Tea,Short,No Milk,No Whip,236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
466,Earl Grey Brewed Tea,Tall,No Milk,No Whip,354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
467,Earl Grey Brewed Tea,Grande,No Milk,No Whip,473.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
468,Earl Grey Brewed Tea,Venti®,No Milk,No Whip,591.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
469,Emperor's Clouds and Mist Brewed Tea,Short,No Milk,No Whip,236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
470,Emperor's Clouds and Mist Brewed Tea,Tall,No Milk,No Whip,354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
471,Emperor's Clouds and Mist Brewed Tea,Grande,No Milk,No Whip,473.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
472,Emperor's Clouds and Mist Brewed Tea,Venti®,No Milk,No Whip,591.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
473,English Breakfast Black Brewed Tea,Short,No Milk,No Whip,236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
474,English Breakfast Black Brewed Tea,Tall,No Milk,No Whip,354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
475,English Breakfast Black Brewed Tea,Grande,No Milk,No Whip,473.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
476,English Breakfast Black Brewed Tea,Venti®,No Milk,No Whip,591.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
477,English Breakfast Black Tea Latte,Short,Nonfat,No Whip,236.0,80.0,0.1,0.1,0.0,0.0,50.0,15.0,0.0,15.0,4.0,6.0,0.0,15.0,0.0,40.0
478,English Breakfast Black Tea Latte,Short,2%,No Whip,236.0,100.0,2.0,1.5,0.1,10.0,55.0,15.0,0.0,15.0,4.0,6.0,0.0,10.0,0.0,40.0
479,English Breakfast Black Tea Latte,Short,Whole,No Whip,236.0,110.0,3.5,2.0,0.1,10.0,50.0,15.0,0.0,15.0,4.0,6.0,0.0,10.0,0.0,40.0
480,English Breakfast Black Tea Latte,Short,Soy,No Whip,236.0,80.0,1.5,0.2,0.0,0.0,40.0,13.0,0.0,12.0,3.0,4.0,0.0,10.0,6.0,40.0
481,English Breakfast Black Tea Latte,Short,Coconut,No Whip,236.0,80.0,2.5,2.5,0.0,0.0,45.0,14.0,0.0,13.0,0.2,0.0,0.0,0.0,0.0,40.0
482,English Breakfast Black Tea Latte,Tall,Nonfat,No Whip,354.0,110.0,0.1,0.1,0.0,5.0,70.0,23.0,0.0,23.0,5.0,10.0,0.0,20.0,0.0,40.0
483,English Breakfast Black Tea Latte,Tall,2%,No Whip,354.0,140.0,3.0,2.0,0.1,15.0,80.0,23.0,0.0,23.0,5.0,8.0,0.0,20.0,0.0,40.0
484,English Breakfast Black Tea Latte,Tall,Whole,No Whip,354.0,160.0,5.0,3.0,0.2,15.0,75.0,23.0,0.0,23.0,5.0,8.0,0.0,15.0,0.0,40.0
485,English Breakfast Black Tea Latte,Tall,Soy,No Whip,354.0,120.0,2.5,0.3,0.0,0.0,60.0,20.0,1.0,18.0,4.0,6.0,0.0,20.0,8.0,40.0
486,English Breakfast Black Tea Latte,Tall,Coconut,No Whip,354.0,120.0,3.5,3.5,0.0,0.0,70.0,20.0,0.0,20.0,0.4,0.0,0.0,0.0,0.0,40.0
487,English Breakfast Black Tea Latte,Grande,Nonfat,No Whip,473.0,150.0,0.2,0.1,0.0,5.0,95.0,30.0,0.0,30.0,7.0,15.0,0.0,25.0,0.0,40.0
488,English Breakfast Black Tea Latte,Grande,2%,No Whip,473.0,180.0,4.0,2.5,0.2,15.0,105.0,30.0,0.0,30.0,7.0,10.0,0.0,25.0,0.0,40.0
489,English Breakfast Black Tea Latte,Grande,Whole,No Whip,473.0,210.0,7.0,4.0,0.2,20.0,95.0,30.0,0.0,30.0,7.0,10.0,0.0,20.0,0.0,40.0
490,English Breakfast Black Tea Latte,Grande,Soy,No Whip,473.0,160.0,3.0,0.4,0.0,0.0,80.0,26.0,1.0,24.0,6.0,8.0,0.0,25.0,10.0,40.0
491,English Breakfast Black Tea Latte,Grande,Coconut,No Whip,473.0,150.0,4.5,4.5,0.0,0.0,90.0,27.0,0.0,26.0,0.5,0.0,0.0,0.0,0.0,40.0
492,English Breakfast Black Tea Latte,Venti®,Nonfat,No Whip,591.0,190.0,0.2,0.1,0.0,5.0,120.0,38.0,0.0,38.0,9.0,15.0,0.0,30.0,0.0,40.0
493,English Breakfast Black Tea Latte,Venti®,2%,No Whip,591.0,230.0,5.0,3.5,0.2,20.0,135.0,38.0,0.0,38.0,9.0,15.0,0.0,30.0,0.0,40.0
494,English Breakfast Black Tea Latte,Venti®,Whole,No Whip,591.0,260.0,9.0,5.0,0.3,25.0,125.0,38.0,0.0,38.0,8.0,15.0,0.0,30.0,0.0,40.0
495,English Breakfast Black Tea Latte,Venti®,Soy,No Whip,591.0,200.0,4.0,0.5,0.0,0.0,105.0,33.0,1.0,31.0,7.0,10.0,0.0,30.0,15.0,40.0
496,English Breakfast Black Tea Latte,Venti®,Coconut,No Whip,591.0,190.0,6.0,6.0,0.0,0.0,115.0,34.0,0.0,33.0,1.0,0.0,0.0,0.0,0.0,40.0
497,Green Tea Latte,Short,Nonfat,No Whip,236.0,80.0,0.2,0.1,0.0,5.0,70.0,14.0,0.0,14.0,6.0,10.0,4.0,20.0,2.0,30.0
498,Green Tea Latte,Short,2%,No Whip,236.0,110.0,3.5,2.0,0.1,15.0,80.0,14.0,0.0,14.0,6.0,10.0,6.0,20.0,2.0,30.0
499,Green Tea Latte,Short,Whole,No Whip,236.0,130.0,6.0,3.0,0.2,15.0,75.0,14.0,0.0,14.0,6.0,8.0,4.0,20.0,2.0,30.0
500,Green Tea Latte,Short,Soy,No Whip,236.0,90.0,3.0,0.4,0.0,0.0,65.0,11.0,1.0,9.0,5.0,8.0,4.0,20.0,10.0,30.0
501,Green Tea Latte,Short,Coconut,No Whip,236.0,80.0,3.5,3.5,0.0,0.0,65.0,11.0,0.0,11.0,1.0,0.0,4.0,0.0,2.0,30.0
502,Green Tea Latte,Tall,Nonfat,No Whip,354.0,140.0,0.3,0.2,0.0,5.0,115.0,25.0,1.0,24.0,10.0,20.0,10.0,30.0,4.0,55.0
503,Green Tea Latte,Tall,2%,No Whip,354.0,190.0,5.0,3.5,0.2,20.0,125.0,25.0,1.0,24.0,10.0,15.0,10.0,30.0,2.0,55.0
504,Green Tea Latte,Tall,Whole,No Whip,354.0,220.0,9.0,5.0,0.3,25.0,115.0,25.0,1.0,24.0,9.0,15.0,10.0,30.0,4.0,55.0
505,Green Tea Latte,Tall,Soy,No Whip,354.0,160.0,4.5,0.5,0.0,0.0,105.0,20.0,2.0,17.0,8.0,10.0,10.0,30.0,15.0,55.0
506,Green Tea Latte,Tall,Coconut,No Whip,354.0,140.0,6.0,6.0,0.0,0.0,105.0,21.0,1.0,19.0,1.0,2.0,10.0,0.0,2.0,55.0
507,Green Tea Latte,Grande,Nonfat,No Whip,473.0,190.0,0.4,0.2,0.0,5.0,140.0,34.0,1.0,33.0,12.0,20.0,15.0,40.0,4.0,80.0
508,Green Tea Latte,Grande,2%,No Whip,473.0,240.0,7.0,4.5,0.3,25.0,160.0,34.0,1.0,32.0,12.0,20.0,15.0,40.0,4.0,80.0
509,Green Tea Latte,Grande,Whole,No Whip,473.0,280.0,11.0,6.0,0.3,35.0,150.0,34.0,1.0,32.0,12.0,20.0,15.0,35.0,4.0,80.0
510,Green Tea Latte,Grande,Soy,No Whip,473.0,210.0,6.0,0.5,0.0,0.0,130.0,28.0,3.0,24.0,10.0,15.0,15.0,40.0,20.0,80.0
511,Green Tea Latte,Grande,Coconut,No Whip,473.0,190.0,8.0,7.0,0.0,0.0,135.0,29.0,1.0,27.0,2.0,2.0,15.0,2.0,4.0,80.0
512,Green Tea Latte,Venti®,Nonfat,No Whip,591.0,250.0,0.5,0.3,0.0,10.0,190.0,45.0,2.0,44.0,16.0,30.0,20.0,50.0,6.0,110.0
513,Green Tea Latte,Venti®,2%,No Whip,591.0,320.0,9.0,6.0,0.4,35.0,210.0,45.0,2.0,43.0,16.0,25.0,20.0,50.0,6.0,110.0
514,Green Tea Latte,Venti®,Whole,No Whip,591.0,370.0,15.0,8.0,0.4,45.0,190.0,45.0,2.0,43.0,15.0,25.0,20.0,45.0,6.0,110.0
515,Green Tea Latte,Venti®,Soy,No Whip,591.0,280.0,7.0,1.0,0.0,0.0,170.0,38.0,3.0,32.0,14.0,20.0,20.0,50.0,30.0,110.0
516,Green Tea Latte,Venti®,Coconut,No Whip,591.0,250.0,10.0,9.0,0.0,0.0,180.0,38.0,2.0,36.0,2.0,2.0,20.0,2.0,6.0,110.0
517,Iced Green Tea Latte,Tall,Nonfat,No Whip,354.0,120.0,0.3,0.1,0.0,5.0,95.0,22.0,1.0,21.0,8.0,15.0,10.0,25.0,4.0,55.0
518,Iced Green Tea Latte,Tall,2%,No Whip,354.0,160.0,4.5,2.5,0.2,15.0,105.0,22.0,1.0,21.0,8.0,15.0,10.0,25.0,2.0,55.0
519,Iced Green Tea Latte,Tall,Whole,No Whip,354.0,180.0,7.0,4.0,0.2,20.0,95.0,22.0,1.0,21.0,7.0,10.0,10.0,25.0,4.0,55.0
520,Iced Green Tea Latte,Tall,Soy,No Whip,354.0,140.0,3.5,0.5,0.0,0.0,85.0,18.0,2.0,16.0,7.0,10.0,10.0,25.0,15.0,55.0
521,Iced Green Tea Latte,Tall,Coconut,No Whip,354.0,120.0,4.5,4.5,0.0,0.0,90.0,19.0,1.0,18.0,1.0,2.0,10.0,2.0,2.0,55.0
522,Iced Green Tea Latte,Grande,Nonfat,No Whip,473.0,170.0,0.4,0.2,0.0,5.0,130.0,32.0,1.0,31.0,11.0,20.0,15.0,35.0,4.0,80.0
523,Iced Green Tea Latte,Grande,2%,No Whip,473.0,220.0,6.0,3.5,0.2,25.0,140.0,31.0,1.0,30.0,11.0,20.0,15.0,35.0,4.0,80.0
524,Iced Green Tea Latte,Grande,Whole,No Whip,473.0,250.0,10.0,5.0,0.3,30.0,130.0,31.0,1.0,30.0,10.0,15.0,15.0,30.0,4.0,80.0
525,Iced Green Tea Latte,Grande,Soy,No Whip,473.0,190.0,5.0,0.5,0.0,0.0,115.0,27.0,2.0,23.0,9.0,15.0,15.0,35.0,20.0,80.0
526,Iced Green Tea Latte,Grande,Coconut,No Whip,473.0,170.0,7.0,6.0,0.0,0.0,120.0,27.0,1.0,25.0,2.0,2.0,15.0,2.0,4.0,80.0
527,Iced Green Tea Latte,Venti®,Nonfat,No Whip,709.0,240.0,0.5,0.3,0.0,10.0,180.0,44.0,2.0,42.0,15.0,25.0,20.0,50.0,6.0,110.0
528,Iced Green Tea Latte,Venti®,2%,No Whip,709.0,310.0,8.0,5.0,0.4,35.0,200.0,43.0,2.0,41.0,15.0,25.0,20.0,45.0,6.0,110.0
529,Iced Green Tea Latte,Venti®,Whole,No Whip,709.0,350.0,14.0,8.0,0.4,40.0,190.0,43.0,2.0,41.0,14.0,20.0,20.0,45.0,6.0,110.0
530,Iced Green Tea Latte,Venti®,Soy,No Whip,709.0,270.0,7.0,1.0,0.0,0.0,170.0,37.0,3.0,32.0,13.0,20.0,20.0,50.0,25.0,110.0
531,Iced Green Tea Latte,Venti®,Coconut,No Whip,709.0,240.0,9.0,9.0,0.0,0.0,170.0,37.0,2.0,35.0,2.0,2.0,20.0,2.0,6.0,110.0
532,Iced Green Tea,Tall,No Milk,No Whip,354.0,60.0,0.0,0.0,0.0,0.0,5.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,20.0
533,Iced Green Tea,Grande,No Milk,No Whip,473.0,80.0,0.0,0.0,0.0,0.0,10.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,25.0
534,Iced Green Tea,Venti®,No Milk,No Whip,709.0,120.0,0.0,0.0,0.0,0.0,15.0,30.0,0.0,30.0,0.0,0.0,0.0,2.0,0.0,40.0
535,Iced Green Tea,Trenta,No Milk,No Whip,887.0,140.0,0.0,0.0,0.0,0.0,20.0,35.0,0.0,34.0,0.0,0.0,0.0,2.0,0.0,50.0
536,Iced Green Tea Lemonade,Tall,No Milk,No Whip,354.0,90.0,0.0,0.0,0.0,0.0,5.0,24.0,0.0,24.0,0.1,0.0,10.0,0.0,0.0,20.0
537,Iced Green Tea Lemonade,Grande,No Milk,No Whip,473.0,120.0,0.0,0.0,0.0,0.0,5.0,32.0,0.0,32.0,0.1,0.0,15.0,0.0,0.0,25.0
538,Iced Green Tea Lemonade,Venti®,No Milk,No Whip,709.0,190.0,0.0,0.0,0.0,0.0,10.0,48.0,0.0,47.0,0.1,0.0,20.0,2.0,0.0,40.0
539,Iced Green Tea Lemonade,Trenta,No Milk,No Whip,887.0,220.0,0.0,0.0,0.0,0.0,10.0,58.0,0.0,57.0,0.1,0.0,25.0,2.0,0.0,50.0
540,Jade Citrus Mint Brewed Tea,Short,No Milk,No Whip,236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
541,Jade Citrus Mint Brewed Tea,Tall,No Milk,No Whip,354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
542,Jade Citrus Mint Brewed Tea,Grande,No Milk,No Whip,473.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
543,Jade Citrus Mint Brewed Tea,Venti®,No Milk,No Whip,591.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
544,London Fog Tea Latte,Short,Nonfat,No Whip,236.0,80.0,0.1,0.1,0.0,0.0,50.0,15.0,0.0,15.0,4.0,6.0,0.0,15.0,0.0,40.0
545,London Fog Tea Latte,Short,2%,No Whip,236.0,100.0,2.0,1.5,0.1,10.0,55.0,15.0,0.0,15.0,4.0,6.0,0.0,10.0,0.0,40.0
546,London Fog Tea Latte,Short,Whole,No Whip,236.0,110.0,3.5,2.0,0.1,10.0,50.0,15.0,0.0,15.0,4.0,6.0,0.0,10.0,0.0,40.0
547,London Fog Tea Latte,Short,Soy,No Whip,236.0,80.0,1.5,0.2,0.0,0.0,40.0,13.0,0.0,12.0,3.0,4.0,0.0,10.0,6.0,40.0
548,London Fog Tea Latte,Short,Coconut,No Whip,236.0,80.0,2.5,2.5,0.0,0.0,45.0,14.0,0.0,13.0,0.2,0.0,0.0,0.0,0.0,40.0
549,London Fog Tea Latte,Tall,Nonfat,No Whip,354.0,110.0,0.1,0.1,0.0,5.0,70.0,23.0,0.0,23.0,5.0,10.0,0.0,20.0,0.0,40.0
550,London Fog Tea Latte,Tall,2%,No Whip,354.0,140.0,3.0,2.0,0.1,15.0,80.0,23.0,0.0,23.0,5.0,8.0,0.0,20.0,0.0,40.0
551,London Fog Tea Latte,Tall,Whole,No Whip,354.0,160.0,5.0,3.0,0.2,15.0,75.0,23.0,0.0,23.0,5.0,8.0,0.0,15.0,0.0,40.0
552,London Fog Tea Latte,Tall,Soy,No Whip,354.0,120.0,2.5,0.3,0.0,0.0,60.0,20.0,1.0,18.0,4.0,6.0,0.0,20.0,8.0,40.0
553,London Fog Tea Latte,Tall,Coconut,No Whip,354.0,120.0,3.5,3.5,0.0,0.0,70.0,20.0,0.0,20.0,0.4,0.0,0.0,0.0,0.0,40.0
554,London Fog Tea Latte,Grande,Nonfat,No Whip,473.0,150.0,0.2,0.1,0.0,5.0,95.0,30.0,0.0,30.0,7.0,15.0,0.0,25.0,0.0,40.0
555,London Fog Tea Latte,Grande,2%,No Whip,473.0,180.0,4.0,2.5,0.2,15.0,105.0,30.0,0.0,30.0,7.0,10.0,0.0,25.0,0.0,40.0
556,London Fog Tea Latte,Grande,Whole,No Whip,473.0,210.0,7.0,4.0,0.2,20.0,95.0,30.0,0.0,30.0,7.0,10.0,0.0,20.0,0.0,40.0
557,London Fog Tea Latte,Grande,Soy,No Whip,473.0,160.0,3.0,0.4,0.0,0.0,80.0,26.0,1.0,24.0,6.0,8.0,0.0,25.0,10.0,40.0
558,London Fog Tea Latte,Grande,Coconut,No Whip,473.0,150.0,4.5,4.5,0.0,0.0,90.0,27.0,0.0,26.0,0.5,0.0,0.0,0.0,0.0,40.0
559,London Fog Tea Latte,Venti®,Nonfat,No Whip,591.0,190.0,0.2,0.1,0.0,5.0,120.0,38.0,0.0,38.0,9.0,15.0,0.0,30.0,0.0,40.0
560,London Fog Tea Latte,Venti®,2%,No Whip,591.0,230.0,5.0,3.5,0.2,20.0,135.0,38.0,0.0,38.0,9.0,15.0,0.0,30.0,0.0,40.0
561,London Fog Tea Latte,Venti®,Whole,No Whip,591.0,260.0,9.0,5.0,0.3,25.0,125.0,38.0,0.0,38.0,8.0,15.0,0.0,30.0,0.0,40.0
562,London Fog Tea Latte,Venti®,Soy,No Whip,591.0,200.0,4.0,0.5,0.0,0.0,105.0,33.0,1.0,31.0,7.0,10.0,0.0,30.0,15.0,40.0
563,London Fog Tea Latte,Venti®,Coconut,No Whip,591.0,190.0,6.0,6.0,0.0,0.0,115.0,34.0,0.0,33.0,1.0,0.0,0.0,0.0,0.0,40.0
564,Iced Mango Black Tea,Tall,No Milk,No Whip,354.0,60.0,0.1,0.0,0.0,0.0,10.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,20.0
565,Iced Mango Black Tea,Grande,No Milk,No Whip,473.0,80.0,0.2,0.0,0.0,0.0,10.0,19.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,25.0
566,Iced Mango Black Tea,Venti®,No Milk,No Whip,709.0,120.0,0.3,0.0,0.0,0.0,15.0,29.0,0.0,28.0,0.0,0.0,0.0,2.0,0.0,40.0
567,Iced Mango Black Tea,Trenta,No Milk,No Whip,887.0,140.0,0.3,0.0,0.0,0.0,20.0,34.0,0.0,33.0,0.0,0.0,0.0,2.0,0.0,50.0
568,Iced Mango Black Tea Lemonade,Tall,No Milk,No Whip,354.0,90.0,0.1,0.0,0.0,0.0,5.0,24.0,0.0,23.0,0.1,0.0,10.0,0.0,0.0,20.0
569,Iced Mango Black Tea Lemonade,Grande,No Milk,No Whip,473.0,120.0,0.2,0.0,0.0,0.0,10.0,31.0,0.0,31.0,0.1,0.0,15.0,0.0,0.0,25.0
570,Iced Mango Black Tea Lemonade,Venti®,No Milk,No Whip,709.0,190.0,0.3,0.0,0.0,0.0,10.0,47.0,0.0,46.0,0.1,0.0,20.0,2.0,0.0,40.0
571,Iced Mango Black Tea Lemonade,Trenta,No Milk,No Whip,887.0,230.0,0.3,0.0,0.0,0.0,15.0,58.0,0.0,57.0,0.1,0.0,25.0,2.0,0.0,50.0
572,Mint Majesty Brewed Tea,Short,No Milk,No Whip,236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
573,Mint Majesty Brewed Tea,Tall,No Milk,No Whip,354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
574,Mint Majesty Brewed Tea,Grande,No Milk,No Whip,473.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
575,Mint Majesty Brewed Tea,Venti®,No Milk,No Whip,591.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
576,Oprah Chai Herbal Brewed Tea,Short,No Milk,No Whip,236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
577,Oprah Chai Herbal Brewed Tea,Tall,No Milk,No Whip,354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
578,Oprah Chai Herbal Brewed Tea,Grande,No Milk,No Whip,473.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
579,Oprah Chai Herbal Brewed Tea,Venti®,No Milk,No Whip,591.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
580,Oprah Cinnamon Chai Brewed Tea,Short,No Milk,No Whip,236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
581,Oprah Cinnamon Chai Brewed Tea,Tall,No Milk,No Whip,354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
582,Oprah Cinnamon Chai Brewed Tea,Grande,No Milk,No Whip,473.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
583,Oprah Cinnamon Chai Brewed Tea,Venti®,No Milk,No Whip,591.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
584,Oprah Cinnamon Chai Latte,Short,Nonfat,No Whip,236.0,80.0,0.1,0.1,0.0,0.0,45.0,17.0,0.0,16.0,4.0,6.0,0.0,10.0,0.0,25.0
585,Oprah Cinnamon Chai Latte,Short,2%,No Whip,236.0,100.0,2.0,1.5,0.1,10.0,50.0,16.0,0.0,15.0,3.0,6.0,0.0,10.0,0.0,25.0
586,Oprah Cinnamon Chai Latte,Short,Whole,No Whip,236.0,110.0,3.5,2.0,0.1,10.0,50.0,16.0,0.0,15.0,3.0,4.0,0.0,10.0,0.0,25.0
587,Oprah Cinnamon Chai Latte,Short,Soy,No Whip,236.0,90.0,1.5,0.2,0.0,0.0,40.0,15.0,0.0,13.0,3.0,4.0,0.0,10.0,6.0,25.0
588,Oprah Cinnamon Chai Latte,Short,Coconut,No Whip,236.0,80.0,2.5,2.5,0.0,0.0,45.0,15.0,0.0,14.0,0.2,0.0,0.0,0.0,0.0,25.0
589,Oprah Cinnamon Chai Latte,Tall,Nonfat,No Whip,354.0,130.0,0.1,0.1,0.0,5.0,70.0,25.0,0.0,23.0,5.0,10.0,0.0,20.0,0.0,40.0
590,Oprah Cinnamon Chai Latte,Tall,2%,No Whip,354.0,150.0,3.0,2.0,0.1,15.0,80.0,25.0,0.0,23.0,5.0,8.0,0.0,20.0,0.0,40.0
591,Oprah Cinnamon Chai Latte,Tall,Whole,No Whip,354.0,170.0,5.0,3.0,0.2,15.0,70.0,25.0,0.0,23.0,5.0,8.0,0.0,15.0,0.0,40.0
592,Oprah Cinnamon Chai Latte,Tall,Soy,No Whip,354.0,130.0,2.5,0.3,0.0,0.0,60.0,22.0,1.0,19.0,4.0,6.0,0.0,20.0,8.0,40.0
593,Oprah Cinnamon Chai Latte,Tall,Coconut,No Whip,354.0,130.0,3.5,3.5,0.0,0.0,70.0,22.0,0.0,21.0,0.4,0.0,0.0,0.0,0.0,40.0
594,Oprah Cinnamon Chai Latte,Grande,Nonfat,No Whip,473.0,170.0,0.2,0.1,0.0,5.0,90.0,33.0,0.0,31.0,7.0,15.0,0.0,25.0,0.0,50.0
595,Oprah Cinnamon Chai Latte,Grande,2%,No Whip,473.0,200.0,4.0,2.5,0.2,15.0,100.0,33.0,0.0,31.0,7.0,10.0,0.0,25.0,0.0,50.0
596,Oprah Cinnamon Chai Latte,Grande,Whole,No Whip,473.0,220.0,7.0,4.0,0.2,20.0,95.0,33.0,0.0,31.0,7.0,10.0,0.0,20.0,2.0,50.0
597,Oprah Cinnamon Chai Latte,Grande,Soy,No Whip,473.0,170.0,3.0,0.4,0.0,0.0,80.0,29.0,1.0,25.0,6.0,8.0,0.0,25.0,10.0,50.0
598,Oprah Cinnamon Chai Latte,Grande,Coconut,No Whip,473.0,170.0,4.5,4.5,0.0,0.0,90.0,30.0,0.0,28.0,0.5,0.0,0.0,0.0,0.0,50.0
599,Oprah Cinnamon Chai Latte,Venti®,Nonfat,No Whip,591.0,210.0,0.2,0.1,0.0,5.0,115.0,41.0,0.0,39.0,9.0,15.0,0.0,30.0,0.0,65.0
600,Oprah Cinnamon Chai Latte,Venti®,2%,No Whip,591.0,250.0,5.0,3.5,0.2,20.0,130.0,41.0,0.0,38.0,9.0,15.0,0.0,30.0,0.0,65.0
601,Oprah Cinnamon Chai Latte,Venti®,Whole,No Whip,591.0,280.0,9.0,5.0,0.3,25.0,120.0,41.0,0.0,38.0,8.0,10.0,0.0,25.0,0.0,65.0
